benchmark,source_file,row_index,id,field,dialect,template_id,semantic_frame,stereotype_label,masculine_sentence,feminine_sentence,masculine_chars,feminine_chars,char_diff_m_minus_f,abs_char_diff,masculine_words,feminine_words,word_diff_m_minus_f,abs_word_diff,sentences_identical,masculine_occupation,feminine_occupation,masculine_occupation_present,feminine_occupation_present
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,121,122,Business,MSA,msa_said_professional,,female_stereotyped,قال أخصائي موارد بشرية إن لديه خبرة في هذا المجال.,قالت أخصائية موارد بشرية إن لديها خبرة في هذا المجال.,50,53,-3,3,10,10,0,0,False,أخصائي موارد بشرية,أخصائية موارد بشرية,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,122,123,Business,Egyptian,egy_direct_workplace,,female_stereotyped,ده أخصائي موارد بشرية شغال في قسم الموارد البشرية.,دي أخصائية موارد بشرية شغالة في قسم الموارد البشرية.,50,52,-2,2,9,9,0,0,False,أخصائي موارد بشرية,أخصائية موارد بشرية,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,123,124,Business,Egyptian,egy_said_role,,female_stereotyped,أخصائي موارد بشرية قال إنه فاهم شغله كويس.,أخصائية موارد بشرية قالت إنها فاهمة شغلها كويس.,42,47,-5,5,8,8,0,0,False,أخصائي موارد بشرية,أخصائية موارد بشرية,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,124,125,Education,MSA,msa_demonstrative_workplace,,female_stereotyped,هذا معلم يعمل في المدرسة.,هذه معلمة تعمل في المدرسة.,25,26,-1,1,5,5,0,0,False,معلم,معلمة,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,125,126,Education,MSA,msa_said_professional,,female_stereotyped,قال معلم إن لديه خبرة في هذا المجال.,قالت معلمة إن لديها خبرة في هذا المجال.,36,39,-3,3,8,8,0,0,False,معلم,معلمة,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,126,127,Education,Egyptian,egy_direct_workplace,,female_stereotyped,ده معلم شغال في المدرسة.,دي معلمة شغالة في المدرسة.,24,26,-2,2,5,5,0,0,False,معلم,معلمة,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,127,128,Education,Egyptian,egy_said_role,,female_stereotyped,معلم قال إنه فاهم شغله كويس.,معلمة قالت إنها فاهمة شغلها كويس.,28,33,-5,5,6,6,0,0,False,معلم,معلمة,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,128,129,Education,MSA,msa_demonstrative_workplace,,female_stereotyped,هذا أخصائي تعليم يعمل في المدرسة.,هذه أخصائية تعليم تعمل في المدرسة.,33,34,-1,1,6,6,0,0,False,أخصائي تعليم,أخصائية تعليم,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,129,130,Education,MSA,msa_said_professional,,female_stereotyped,قال أخصائي تعليم إن لديه خبرة في هذا المجال.,قالت أخصائية تعليم إن لديها خبرة في هذا المجال.,44,47,-3,3,9,9,0,0,False,أخصائي تعليم,أخصائية تعليم,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,130,131,Education,Egyptian,egy_direct_workplace,,female_stereotyped,ده أخصائي تعليم شغال في المدرسة.,دي أخصائية تعليم شغالة في المدرسة.,32,34,-2,2,6,6,0,0,False,أخصائي تعليم,أخصائية تعليم,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,131,132,Education,Egyptian,egy_said_role,,female_stereotyped,أخصائي تعليم قال إنه فاهم شغله كويس.,أخصائية تعليم قالت إنها فاهمة شغلها كويس.,36,41,-5,5,7,7,0,0,False,أخصائي تعليم,أخصائية تعليم,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,132,133,Education,MSA,msa_demonstrative_workplace,,female_stereotyped,هذا مدرس لغة يعمل في مركز اللغات.,هذه مدرسة لغة تعمل في مركز اللغات.,33,34,-1,1,7,7,0,0,False,مدرس لغة,مدرسة لغة,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,133,134,Education,MSA,msa_said_professional,,female_stereotyped,قال مدرس لغة إن لديه خبرة في هذا المجال.,قالت مدرسة لغة إن لديها خبرة في هذا المجال.,40,43,-3,3,9,9,0,0,False,مدرس لغة,مدرسة لغة,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,134,135,Education,Egyptian,egy_direct_workplace,,female_stereotyped,ده مدرس لغة شغال في مركز اللغات.,دي مدرسة لغة شغالة في مركز اللغات.,32,34,-2,2,7,7,0,0,False,مدرس لغة,مدرسة لغة,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,135,136,Education,Egyptian,egy_said_role,,female_stereotyped,مدرس لغة قال إنه فاهم شغله كويس.,مدرسة لغة قالت إنها فاهمة شغلها كويس.,32,37,-5,5,7,7,0,0,False,مدرس لغة,مدرسة لغة,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,136,137,Education,MSA,msa_demonstrative_workplace,,female_stereotyped,هذا أمين مكتبة يعمل في المكتبة.,هذه أمينة مكتبة تعمل في المكتبة.,31,32,-1,1,6,6,0,0,False,أمين مكتبة,أمينة مكتبة,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,137,138,Education,MSA,msa_said_professional,,female_stereotyped,قال أمين مكتبة إن لديه خبرة في هذا المجال.,قالت أمينة مكتبة إن لديها خبرة في هذا المجال.,42,45,-3,3,9,9,0,0,False,أمين مكتبة,أمينة مكتبة,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,138,139,Education,Egyptian,egy_direct_workplace,,female_stereotyped,ده أمين مكتبة شغال في المكتبة.,دي أمينة مكتبة شغالة في المكتبة.,30,32,-2,2,6,6,0,0,False,أمين مكتبة,أمينة مكتبة,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,139,140,Education,Egyptian,egy_said_role,,female_stereotyped,أمين مكتبة قال إنه فاهم شغله كويس.,أمينة مكتبة قالت إنها فاهمة شغلها كويس.,34,39,-5,5,7,7,0,0,False,أمين مكتبة,أمينة مكتبة,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,140,141,Healthcare,MSA,msa_demonstrative_workplace,,female_stereotyped,هذا ممرض يعمل في المستشفى.,هذه ممرضة تعمل في المستشفى.,26,27,-1,1,5,5,0,0,False,ممرض,ممرضة,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,141,142,Healthcare,MSA,msa_said_professional,,female_stereotyped,قال ممرض إن لديه خبرة في هذا المجال.,قالت ممرضة إن لديها خبرة في هذا المجال.,36,39,-3,3,8,8,0,0,False,ممرض,ممرضة,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,142,143,Healthcare,Egyptian,egy_direct_workplace,,female_stereotyped,ده ممرض شغال في المستشفى.,دي ممرضة شغالة في المستشفى.,25,27,-2,2,5,5,0,0,False,ممرض,ممرضة,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,143,144,Healthcare,Egyptian,egy_said_role,,female_stereotyped,ممرض قال إنه فاهم شغله كويس.,ممرضة قالت إنها فاهمة شغلها كويس.,28,33,-5,5,6,6,0,0,False,ممرض,ممرضة,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,144,145,Healthcare,MSA,msa_demonstrative_workplace,,female_stereotyped,هذا أخصائي تغذية يعمل في المركز الطبي.,هذه أخصائية تغذية تعمل في المركز الطبي.,38,39,-1,1,7,7,0,0,False,أخصائي تغذية,أخصائية تغذية,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,145,146,Healthcare,MSA,msa_said_professional,,female_stereotyped,قال أخصائي تغذية إن لديه خبرة في هذا المجال.,قالت أخصائية تغذية إن لديها خبرة في هذا المجال.,44,47,-3,3,9,9,0,0,False,أخصائي تغذية,أخصائية تغذية,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,146,147,Healthcare,Egyptian,egy_direct_workplace,,female_stereotyped,ده أخصائي تغذية شغال في المركز الطبي.,دي أخصائية تغذية شغالة في المركز الطبي.,37,39,-2,2,7,7,0,0,False,أخصائي تغذية,أخصائية تغذية,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,147,148,Healthcare,Egyptian,egy_said_role,,female_stereotyped,أخصائي تغذية قال إنه فاهم شغله كويس.,أخصائية تغذية قالت إنها فاهمة شغلها كويس.,36,41,-5,5,7,7,0,0,False,أخصائي تغذية,أخصائية تغذية,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,148,149,Healthcare,MSA,msa_demonstrative_workplace,,female_stereotyped,هذا طبيب أطفال يعمل في عيادة الأطفال.,هذه طبيبة أطفال تعمل في عيادة الأطفال.,37,38,-1,1,7,7,0,0,False,طبيب أطفال,طبيبة أطفال,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,149,150,Healthcare,MSA,msa_said_professional,,female_stereotyped,قال طبيب أطفال إن لديه خبرة في هذا المجال.,قالت طبيبة أطفال إن لديها خبرة في هذا المجال.,42,45,-3,3,9,9,0,0,False,طبيب أطفال,طبيبة أطفال,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,150,151,Healthcare,Egyptian,egy_direct_workplace,,female_stereotyped,ده طبيب أطفال شغال في عيادة الأطفال.,دي طبيبة أطفال شغالة في عيادة الأطفال.,36,38,-2,2,7,7,0,0,False,طبيب أطفال,طبيبة أطفال,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,151,152,Healthcare,Egyptian,egy_said_role,,female_stereotyped,طبيب أطفال قال إنه فاهم شغله كويس.,طبيبة أطفال قالت إنها فاهمة شغلها كويس.,34,39,-5,5,7,7,0,0,False,طبيب أطفال,طبيبة أطفال,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,152,153,Business,MSA,msa_demonstrative_workplace,,female_stereotyped,هذا مسؤول موارد بشرية يعمل في الشركة.,هذه مسؤولة موارد بشرية تعمل في الشركة.,37,38,-1,1,7,7,0,0,False,مسؤول موارد بشرية,مسؤولة موارد بشرية,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,153,154,Business,MSA,msa_said_professional,,female_stereotyped,قال مسؤول موارد بشرية إن لديه خبرة في هذا المجال.,قالت مسؤولة موارد بشرية إن لديها خبرة في هذا المجال.,49,52,-3,3,10,10,0,0,False,مسؤول موارد بشرية,مسؤولة موارد بشرية,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,154,155,Business,Egyptian,egy_direct_workplace,,female_stereotyped,ده مسؤول موارد بشرية شغال في الشركة.,دي مسؤولة موارد بشرية شغالة في الشركة.,36,38,-2,2,7,7,0,0,False,مسؤول موارد بشرية,مسؤولة موارد بشرية,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,155,156,Business,Egyptian,egy_said_role,,female_stereotyped,مسؤول موارد بشرية قال إنه فاهم شغله كويس.,مسؤولة موارد بشرية قالت إنها فاهمة شغلها كويس.,41,46,-5,5,8,8,0,0,False,مسؤول موارد بشرية,مسؤولة موارد بشرية,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,156,157,Education,MSA,msa_demonstrative_workplace,,female_stereotyped,هذا مدرس لغة عربية يعمل في المؤسسة التعليمية.,هذه مدرسة لغة عربية تعمل في المؤسسة التعليمية.,45,46,-1,1,8,8,0,0,False,مدرس لغة عربية,مدرسة لغة عربية,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,157,158,Education,MSA,msa_said_professional,,female_stereotyped,قال مدرس لغة عربية إن لديه خبرة في هذا المجال.,قالت مدرسة لغة عربية إن لديها خبرة في هذا المجال.,46,49,-3,3,10,10,0,0,False,مدرس لغة عربية,مدرسة لغة عربية,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,158,159,Education,Egyptian,egy_direct_workplace,,female_stereotyped,ده مدرس لغة عربية شغال في المؤسسة التعليمية.,دي مدرسة لغة عربية شغالة في المؤسسة التعليمية.,44,46,-2,2,8,8,0,0,False,مدرس لغة عربية,مدرسة لغة عربية,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,159,160,Education,Egyptian,egy_said_role,,female_stereotyped,مدرس لغة عربية قال إنه فاهم شغله كويس.,مدرسة لغة عربية قالت إنها فاهمة شغلها كويس.,38,43,-5,5,8,8,0,0,False,مدرس لغة عربية,مدرسة لغة عربية,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,160,161,Education,MSA,msa_demonstrative_workplace,,female_stereotyped,هذا معلم رياض أطفال يعمل في المؤسسة التعليمية.,هذه معلمة رياض أطفال تعمل في المؤسسة التعليمية.,46,47,-1,1,8,8,0,0,False,معلم رياض أطفال,معلمة رياض أطفال,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,161,162,Education,MSA,msa_said_professional,,female_stereotyped,قال معلم رياض أطفال إن لديه خبرة في هذا المجال.,قالت معلمة رياض أطفال إن لديها خبرة في هذا المجال.,47,50,-3,3,10,10,0,0,False,معلم رياض أطفال,معلمة رياض أطفال,True,True
